layer,expert,count
33,38,429
33,39,80
33,40,4227
33,41,5481
33,42,2
33,43,3592
33,44,282
33,45,759
33,46,190
33,47,1338
33,48,5699
33,49,4759
33,50,2157
33,51,1193
33,52,2651
33,53,274
33,54,13
33,55,2063
33,56,825
33,57,185
33,58,240
33,59,25
33,60,6497
33,61,100
33,62,5894
33,63,176
33,64,150
33,65,3284
33,66,8332
33,67,751
33,68,5042
33,69,2018
33,70,894
33,71,8965
33,72,6
33,73,40
33,74,308
33,75,118
33,76,24221
33,77,20
33,78,190
33,79,3581
33,80,12137
33,81,1394
33,82,8513
33,83,3006
33,84,1103
33,85,3597
33,86,8496
33,87,940
33,88,4
33,89,3315
33,90,1108
33,91,1176
33,92,1950
33,93,2
33,94,4545
33,95,22
33,96,4642
33,97,16132
33,98,2576
33,99,20058
33,100,5344
33,101,1
33,102,8869
33,103,3421
33,104,1854
33,105,6734
33,106,4721
33,107,253
33,108,1708
33,109,139
33,110,3612
33,111,17277
33,112,2555
33,113,3771
33,114,913
33,115,59
33,116,3700
33,117,615
33,118,566
33,119,0
33,120,0
33,121,3
33,122,3683
33,123,427
33,124,687
33,125,4267
33,126,3
33,127,5241
34,0,9
34,1,16
34,2,3239
34,3,1935
34,4,5484
34,5,75
34,6,574
34,7,1587
34,8,107
34,9,4690
34,10,2178
34,11,2
34,12,2313
34,13,3665
34,14,4700
34,15,1315
34,16,6870
34,17,3
34,18,24813
34,19,2575
34,20,231
34,21,165
34,22,168
34,23,3309
34,24,8
34,25,22806
34,26,2448
34,27,4394
34,28,5
34,29,46
34,30,6398
34,31,1396
34,32,136
34,33,3847
34,34,210
34,35,3184
34,36,1697
34,37,446
34,38,125
34,39,1155
34,40,9087
34,41,3001
34,42,141
34,43,2536
34,44,0
34,45,2286
34,46,228
34,47,581
34,48,236
34,49,2
34,50,5526
34,51,937
34,52,4665
34,53,2
34,54,66
34,55,4702
34,56,3617
34,57,3729
34,58,1104
34,59,108
34,60,101
34,61,3576
34,62,4674
34,63,4743
34,64,4023
34,65,250
34,66,1603
34,67,131
34,68,3918
34,69,26079
34,70,3410
34,71,6245
34,72,214
34,73,4682
34,74,1796
34,75,811
34,76,15530
34,77,140
34,78,3129
34,79,0
34,80,2143
34,81,104
34,82,9506
34,83,5674
34,84,178
34,85,9784
34,86,423
34,87,2175
34,88,3858
34,89,23
34,90,2420
34,91,6537
34,92,566
34,93,0
34,94,16838
34,95,6462
34,96,1007
34,97,1050
34,98,6524
34,99,8396
34,100,246
34,101,382
34,102,78
34,103,7533
34,104,3
34,105,4125
34,106,1
34,107,4492
34,108,4845
34,109,2959
34,110,4083
34,111,266
34,112,469
34,113,3580
34,114,303
34,115,13
34,116,1387
34,117,2
34,118,619
34,119,4061
34,120,5287
34,121,175
34,122,393
34,123,3651
34,124,9338
34,125,2
34,126,4510
34,127,812
35,0,1502
35,1,2117
35,2,65
35,3,4761
35,4,3026
35,5,1157
35,6,43
35,7,3259
35,8,3790
35,9,2030
35,10,3
35,11,2744
35,12,1517
35,13,5966
35,14,1012
35,15,50
35,16,5402
35,17,192
35,18,6681
35,19,14
35,20,1049
35,21,2585
35,22,2777
35,23,4071
35,24,4145
35,25,8794
35,26,4645
35,27,121
35,28,604
35,29,6658
35,30,6804
35,31,83
35,32,658
35,33,2225
35,34,0
35,35,1
35,36,371
35,37,328
35,38,264
35,39,298
35,40,695
35,41,7471
35,42,5876
35,43,4600
35,44,0
35,45,7910
35,46,12822
35,47,5095
35,48,1713
35,49,3793
35,50,5327
35,51,104
35,52,4284
35,53,3327
35,54,2609
35,55,5563
35,56,4386
35,57,6
35,58,6207
35,59,12297
35,60,8928
35,61,3937
35,62,147
35,63,1170
35,64,425
35,65,636
35,66,17
35,67,2082
35,68,3313
35,69,6149
35,70,72
35,71,5068
35,72,5066
35,73,7779
35,74,67
35,75,327
35,76,186
35,77,68
35,78,4443
35,79,6020
35,80,0
35,81,2423
35,82,105
35,83,24
35,84,144
35,85,15653
35,86,5476
35,87,3232
35,88,2
35,89,2819
35,90,7533
35,91,0
35,92,5251
35,93,4
35,94,7669
35,95,5117
35,96,3713
35,97,7554
35,98,3591
35,99,11408
35,100,6774
35,101,1490
35,102,2439
35,103,2322
35,104,291
35,105,8475
35,106,1
35,107,2417
35,108,330
35,109,4309
35,110,40
35,111,4446
35,112,2
35,113,237
35,114,1025
35,115,20739
35,116,4385
35,117,73
35,118,29
35,119,0
35,120,869
35,121,1680
35,122,3011
35,123,26
35,124,902
35,125,3036
35,126,353
36,0,6438
36,1,91
36,2,22169
36,3,8
36,4,7257
36,5,0
36,6,270
36,7,2584
36,8,2664
36,9,2033
36,10,97
36,11,82
36,12,2107
36,13,0
36,14,9399
36,15,3753
36,16,465
36,17,262
36,18,744
36,19,24
36,20,646
36,21,5086
36,22,784
36,23,2100
36,24,4245
36,25,4536
36,26,3752
36,27,7221
36,28,131
36,29,2450
36,30,4700
36,31,5
36,32,6343
36,33,109
36,34,26312
36,35,2418
36,36,7402
36,37,233
36,38,5645
36,39,627
36,40,3966
36,41,638
36,42,5714
36,43,2953
36,44,215
36,45,109
36,46,18866
36,47,252
36,48,1
36,49,17
36,50,284
36,51,186
36,52,5415
36,53,5661
36,54,316
36,55,284
36,56,1797
36,57,105
36,58,3348
36,59,77
36,60,599
36,61,9065
36,62,32
36,63,3024
36,64,6911
36,65,6227
36,66,2815
36,67,4016
36,68,6311
36,69,6632
36,70,68
36,71,1347
36,72,40
36,73,15828
36,74,1518
36,75,5933
36,76,2434
36,77,446
36,78,68
36,79,3259
36,80,5874
36,81,3
36,82,8
36,83,232
36,84,1
36,85,1255
36,86,1
36,87,6840
36,88,0
36,89,1289
36,90,4009
36,91,414
36,92,4923
36,93,423
36,94,1698
36,95,1630
36,96,2849
36,97,1138
36,98,96
36,99,4522
36,100,3775
36,101,836
36,102,3670
36,103,9193
36,104,1270
36,105,785
36,106,13
36,107,3572
36,108,1043
36,109,14
36,110,328
36,111,1283
36,112,7101
36,113,320
36,114,4202
36,115,2561
36,116,445
36,117,4740
36,118,3882
36,119,16
36,120,5080
36,121,11075
36,122,74
36,123,2642
36,124,2648
36,125,742
36,126,1242
36,127,11490
37,0,2425
37,1,1154
37,2,5019
37,3,0
37,4,6107
37,5,41
37,6,4813
37,7,0
37,8,3872
37,9,31
37,10,10313
37,11,485
37,12,2957
37,13,368
37,14,0
37,15,3664
37,16,4352
37,17,1
37,18,4029
37,19,767
37,20,3259
37,21,3104
37,22,0
37,23,2813
37,24,5212
37,25,1025
37,26,2590
37,27,18
37,28,3654
37,29,1486
37,30,8
37,31,911
37,32,2664
37,33,2183
37,34,282
37,35,340
37,36,4024
37,37,50
37,38,2901
37,39,35
37,40,9592
37,41,6386
37,42,752
37,43,43
37,44,5514
37,45,8100
37,46,0
37,47,9247
37,48,2
37,49,4525
37,50,10
37,51,281
37,52,3379
37,53,5
37,54,0
37,55,6461
37,56,0
37,57,7045
37,58,2975
37,59,219
37,60,292
37,61,4659
37,62,8019
37,63,1103
37,64,1
37,65,3984
37,66,6522
37,67,4003
37,68,760
37,69,1
37,70,101
37,71,1524
37,72,0
37,73,5155
37,74,221
37,75,5214
37,76,3052
37,77,586
37,78,11156
37,79,7379
37,80,3391
37,81,1886
37,82,3697
37,83,2494
37,84,665
37,85,106
37,86,34
37,87,2417
37,88,165
37,89,2909
37,90,4
37,91,8585
37,92,7422
37,93,8221
37,94,1
37,95,5035
37,96,0
37,97,249
37,98,4213
37,99,7189
37,100,150
37,101,5164
37,102,6323
37,103,3922
37,104,7214
37,105,1661
37,106,27659
37,107,4207
37,108,41
37,109,6016
37,110,227
37,111,104
37,112,10646
37,113,6459
37,114,24
37,115,2635
37,116,5
37,117,5061
37,118,2677
37,119,218
37,120,6191
37,121,5960
37,122,27
37,123,6917
37,124,1423
37,125,435
37,126,52
37,127,7890
38,0,12
38,1,3197
38,2,49
38,3,26384
38,4,2717
38,5,127
38,6,210
38,7,2913
38,8,2807
38,9,16
38,10,3739
38,11,892
38,12,2148
38,13,0
38,14,1988
38,15,8141
38,16,7049
38,17,3281
38,18,6652
38,19,45
38,20,3312
38,21,1310
38,22,9908
38,23,14918
38,24,813
38,25,2
38,26,2566
38,27,131
38,28,5747
38,29,60
38,30,118
38,31,198
38,32,2584
38,33,2859
38,34,4190
38,35,17
38,36,259
38,37,79
38,38,13489
38,39,7328
38,40,748
38,41,2
38,42,300
38,43,13
38,44,5836
38,45,96
38,46,713
38,47,3601
38,48,4190
38,49,2414
38,50,144
38,51,5030
38,52,217
38,53,9952
38,54,0
38,55,44477
38,56,0
38,57,9200
38,58,2813
38,59,40
38,60,7157
38,61,1220
38,62,4045
38,63,918
38,64,4701
38,65,0
38,66,5406
38,67,4433
38,68,8825
38,69,8888
38,70,7
38,71,5771
38,72,85
38,73,3621
38,74,491
38,75,229
38,76,2944
38,77,101
38,78,273
38,79,4035
38,80,4202
38,81,2504
38,82,3302
38,83,398
38,84,5278
38,85,1494
38,86,4661
38,87,2386
38,88,215
38,89,402
38,90,2270
38,91,28
38,92,4822
38,93,370
38,94,97
38,95,2094
38,96,1819
38,97,20
38,98,2879
38,99,1627
38,100,2784
38,101,7255
38,102,3508
38,103,9
38,104,199
38,105,4571
38,106,3
38,107,152
38,108,10564
38,109,1550
38,110,1960
38,111,4844
38,112,20
38,113,7
38,114,62
38,115,8459
38,116,46
38,117,604
38,118,320
38,119,4582
38,120,7
38,121,441
38,122,6
38,123,6
38,124,14
38,125,2676
38,126,2507
38,127,1
39,0,3687
39,1,5540
39,2,2174
39,3,11094
39,4,6357
39,5,38
39,6,9632
39,7,6270
39,8,2189
39,9,1031
39,10,422
39,11,852
39,12,51
39,13,36
39,14,66
39,15,64
39,16,16342
39,17,27816
39,18,236
39,19,70
39,20,8488
39,21,5
39,22,0
39,23,3865
39,24,83
39,25,4742
39,26,248
39,27,672
39,28,3139
39,29,5651
39,30,9005
39,31,5830
39,32,9934
39,33,1570
39,34,6754
39,35,2802
39,36,195
39,37,5441
39,38,19
39,39,75
39,40,20634
39,41,2787
39,42,0
39,43,2
39,44,9
39,45,5429
39,46,1358
39,47,9
39,48,101
39,49,2602
39,50,1231
39,51,7698
39,52,4910
39,53,7
39,54,5494
39,55,1767
39,56,2818
39,57,5928
39,58,2639
39,59,1183
39,60,4984
39,61,2230
39,62,1
39,63,483
39,64,204
39,65,10
39,66,14
39,67,6
39,68,115
39,69,5268
39,70,3062
39,71,7445
39,72,2741
39,73,106
39,74,1
39,75,1576
39,76,164
39,77,7573
39,78,4526
39,79,22
39,80,2540
39,81,25
39,82,1419
39,83,2854
39,84,26
39,85,4473
39,86,824
39,87,4623
39,88,24
39,89,11948
39,90,3708
39,91,2022
39,92,111
39,93,719
39,94,3513
39,95,3744
39,96,1264
39,97,1
39,98,6229
39,99,12
39,100,7674
39,101,3794
39,102,217
39,103,3420
39,104,550
39,105,8
39,106,5857
39,107,6486
39,108,1
39,109,406
39,110,2303
39,111,1
39,112,16
39,113,114
39,114,0
39,115,534
39,116,10347
39,117,1739
39,118,2
39,119,224
39,120,3946
39,121,8075
39,122,458
39,123,174
39,124,14
39,125,5807
39,126,6164
39,127,5184
40,0,4604
40,1,1379
40,2,2
40,3,4
40,4,1919
40,5,1188
40,6,1164
40,7,3305
40,8,4042
40,9,150
40,10,322
40,11,3062
40,12,3344
40,13,7062
40,14,31535
40,15,4749
40,16,9552
40,17,492
40,18,800
40,19,53
40,20,5912
40,21,4
40,22,3590
40,23,1913
40,24,343
40,25,212
40,26,4556
40,27,2353
40,28,2818
40,29,6878
40,30,22054
40,31,0
40,32,64
40,33,1092
40,34,25
40,35,4264
40,36,182
40,37,2663
40,38,6
40,39,3742
40,40,3257
40,41,30
40,42,1618
40,43,8978
40,44,8718
40,45,1549
40,46,121
40,47,10
40,48,2775
40,49,277
40,50,1746
40,51,5406
40,52,3333
40,53,93
40,54,6020
40,55,4493
40,56,19
40,57,239
40,58,471
40,59,98
40,60,3521
40,61,0
40,62,382
40,63,135
40,64,165
40,65,1681
40,66,6
40,67,29
40,68,101
40,69,20
40,70,297
40,71,8
40,72,59
40,73,2830
40,74,1843
40,75,5826
40,76,745
40,77,7415
40,78,1593
40,79,3798
40,80,10391
40,81,2871
40,82,2722
40,83,3221
40,84,194
40,85,93
40,86,1
40,87,149
40,88,1
40,89,1797
40,90,7723
40,91,317
40,92,246
40,93,3584
40,94,3006
40,95,54
40,96,4
40,97,604
40,98,5
40,99,884
40,100,5076
40,101,12623
40,102,10266
40,103,846
40,104,10
40,105,8503
40,106,2920
40,107,784
40,108,8830
40,109,3830
40,110,5562
40,111,2013
40,112,5202
40,113,487
40,114,8439
40,115,24321
40,116,14
40,117,844
40,118,3
40,119,4313
40,120,0
40,121,6453
40,122,4
40,123,4205
40,124,4853
40,125,0
40,126,396
40,127,13448
41,0,7743
41,1,11660
41,2,7167
41,3,188
41,4,0
41,5,8451
41,6,3217
41,7,5350
41,8,1
41,9,15008
41,10,367
41,11,8073
41,12,82
41,13,328
41,14,6532
41,15,6156
41,16,42
41,17,3654
41,18,4343
41,19,4413
41,20,6209
41,21,3201
41,22,105
41,23,11
41,24,3
41,25,363
41,26,2080
41,27,37
41,28,8
41,29,113
41,30,2574
41,31,4
41,32,2
41,33,194
41,34,1492
41,35,7354
41,36,7165
41,37,1262
41,38,954
41,39,1011
41,40,22
41,41,670
41,42,3979
41,43,0
41,44,4014
41,45,6524
41,46,4486
41,47,164
41,48,3760
41,49,4776
41,50,4450
41,51,426
41,52,4404
41,53,4826
41,54,3961
41,55,3505
41,56,3
41,57,5774
41,58,1283
41,59,1633
41,60,1
41,61,5499
41,62,11827
41,63,7023
41,64,6119
41,65,7933
41,66,8303
41,67,0
41,68,1475
41,69,4933
41,70,3
41,71,31
41,72,3224
41,73,2583
41,74,230
41,75,1036
41,76,19
41,77,13105
41,78,1300
41,79,2415
41,80,5646
41,81,4563
41,82,9977
41,83,795
41,84,5267
41,85,4236
41,86,104
41,87,576
41,88,2527
41,89,479
41,90,1781
41,91,2
41,92,7595
41,93,3311
41,94,4
41,95,8
41,96,14
41,97,6494
41,98,2
41,99,3186
41,100,5731
41,101,17
41,102,1302
41,103,11217
41,104,44
41,105,800
41,106,6369
41,107,10
41,108,502
41,109,802
41,110,56
41,111,64
41,112,7935
41,113,78
41,114,80
41,115,2538
41,116,81
41,117,3760
41,118,1204
41,119,11
41,120,142
41,121,20069
41,122,5639
41,123,1391
41,124,725
41,125,0
41,126,3427
41,127,19
42,0,1
42,1,13
42,2,2655
42,3,12146
42,4,3406
42,5,3927
42,6,786
42,7,2308
42,8,7909
42,9,1710
42,10,368
42,11,0
42,12,8773
42,13,20
42,14,7354
42,15,6
42,16,8793
42,17,4184
42,18,9319
42,19,1430
42,20,2010
42,21,3725
42,22,5347
42,23,10360
42,24,13394
42,25,3446
42,26,1
42,27,4545
42,28,3844
42,29,17
42,30,2538
42,31,4716
42,32,2088
42,33,1646
42,34,11
42,35,535
42,36,616
42,37,4305
42,38,720
42,39,3012
42,40,0
42,41,1747
42,42,3
42,43,4127
42,44,2
42,45,7
42,46,4
42,47,925
42,48,2
42,49,8498
42,50,1664
42,51,2
42,52,2830
42,53,236
42,54,6
42,55,12909
42,56,2069
42,57,7
42,58,2454
42,59,3740
42,60,9
42,61,124
42,62,8
42,63,116
42,64,4075
42,65,6534
42,66,2738
42,67,354
42,68,1297
42,69,6257
42,70,3728
42,71,29034
42,72,2
42,73,5479
42,74,6103
42,75,7671
42,76,350
42,77,2657
42,78,38
42,79,37
42,80,7514
42,81,316
42,82,4
42,83,200
42,84,16
42,85,2
42,86,9762
42,87,776
42,88,401
42,89,132
42,90,5609
42,91,725
42,92,2185
42,93,6486
42,94,16
42,95,33
42,96,24
42,97,91
42,98,6119
42,99,3805
42,100,2975
42,101,7245
42,102,6340
42,103,5
42,104,625
42,105,23
42,106,4847
42,107,5
42,108,5873
42,109,1296
42,110,404
42,111,2643
42,112,163
42,113,3254
42,114,3322
42,115,18091
42,116,2993
42,117,6267
42,118,57
42,119,1928
42,120,16
42,121,632
42,122,8
42,123,5265
42,124,4
42,125,5715
42,126,9164
42,127,13
43,0,4238
43,1,2
43,2,3471
43,3,31
43,4,7490
43,5,13514
43,6,5062
43,7,1386
43,8,13722
43,9,18
43,10,933
43,11,14
43,12,5579
43,13,81
43,14,20
43,15,669
43,16,7067
43,17,103
43,18,1517
43,19,5868
43,20,46
43,21,5
43,22,0
43,23,41
43,24,3484
43,25,171
43,26,6246
43,27,126
43,28,456
43,29,4367
43,30,2766
43,31,4049
43,32,804
43,33,1909
43,34,78
43,35,2331
43,36,18143
43,37,4068
43,38,603
43,39,104
43,40,17
43,41,2918
43,42,744
43,43,5614
43,44,7746
43,45,185
43,46,14418
43,47,6080
43,48,35
43,49,6378
43,50,127
43,51,0
43,52,1160
43,53,2001
43,54,2
43,55,128
43,56,9815
43,57,85
43,58,10448
43,59,7015
43,60,2369
43,61,2044
43,62,3383
43,63,4917
43,64,66
43,65,8101
43,66,6704
43,67,9
43,68,22470
43,69,1418
43,70,461
43,71,2019
43,72,1710
43,73,1
43,74,4230
43,75,7349
43,76,23
43,77,4844
43,78,1032
43,79,11
43,80,6578
43,81,7298
43,82,1277
43,83,2940
43,84,354
43,85,45
43,86,0
43,87,10252
43,88,5421
43,89,16
43,90,606
43,91,1737
43,92,77
43,93,0
43,94,1615
43,95,1
43,96,2333
43,97,5634
43,98,2873
43,99,1473
43,100,9279
43,101,56
43,102,7
43,103,23
43,104,12977
43,105,4
43,106,94
43,107,49
43,108,2023
43,109,26
43,110,16
43,111,1666
43,112,2719
43,113,254
43,114,9180
43,115,2766
43,116,6
43,117,9
43,118,69
43,119,23
43,120,7133
43,121,13031
43,122,3644
43,123,570
43,124,897
43,125,5801
43,126,0
43,127,1705
44,0,3717
44,1,6700
44,2,1103
44,3,9561
44,4,951
44,5,1653
44,6,11710
44,7,76
44,8,2849
44,9,5644
44,10,259
44,11,13262
44,12,1249
44,13,6249
44,14,227
44,15,922
44,16,5028
44,17,434
44,18,7
44,19,1448
44,20,8933
44,21,12
44,22,8494
44,23,6639
44,24,211
44,25,3923
44,26,1106
44,27,27976
44,28,2
44,29,5114
44,30,274
44,31,1404
44,32,249
44,33,4897
44,34,1437
44,35,13
44,36,34
44,37,5064
44,38,883
44,39,17158
44,40,1536
44,41,524
44,42,3914
44,43,9
44,44,2541
44,45,6693
44,46,5132
44,47,2033
44,48,7105
44,49,22
44,50,533
44,51,1465
44,52,2388
44,53,4773
44,54,9310
44,55,1
44,56,9331
44,57,1303
44,58,6322
44,59,1653
44,60,706
44,61,0
44,62,4250
44,63,2
44,64,1688
44,65,4
44,66,231
44,67,891
44,68,74
44,69,20454
44,70,193
44,71,6466
44,72,1745
44,73,4694
44,74,0
44,75,18
44,76,1
44,77,2
44,78,2750
44,79,13
44,80,11609
44,81,6203
44,82,647
44,83,2287
44,84,2370
44,85,31
44,86,5
44,87,25
44,88,6432
44,89,158
44,90,2700
44,91,1
44,92,3254
44,93,14
44,94,3870
44,95,4
44,96,834
44,97,8
44,98,983
44,99,4336
44,100,407
44,101,307
44,102,336
44,103,128
44,104,16378
44,105,5058
44,106,2
44,107,5884
44,108,843
44,109,44
44,110,7991
44,111,3875
44,112,4
44,113,2981
44,114,462
44,115,27
44,116,16194
44,117,3
44,118,181
44,119,777
44,120,6
44,121,1475
44,122,5006
44,123,1
44,124,12
44,125,2
44,126,866
44,127,553
45,0,2891
45,1,54
45,2,10714
45,3,206
45,4,28466
45,5,11623
45,6,5
45,7,560
45,8,254
45,9,195
45,10,570
45,11,2
45,12,23392
45,13,41
45,14,0
45,15,22
45,16,2450
45,17,6182
45,18,551
45,19,424
45,20,13356
45,21,19
45,22,9530
45,23,1110
45,24,8248
45,25,2
45,26,5669
45,27,14169
45,28,380
45,29,3558
45,30,544
45,31,143
45,32,12693
45,33,146
45,34,36
45,35,31
45,36,436
45,37,7358
45,38,2075
45,39,63
45,40,54
45,41,305
45,42,7812
45,43,147
45,44,472
45,45,8590
45,46,6876
45,47,8487
45,48,3859
45,49,8
45,50,6040
45,51,1943
45,52,2344
45,53,900
45,54,1315
45,55,167
45,56,5
45,57,68
45,58,1071
45,59,19
45,60,77
45,61,834
45,62,6
45,63,2783
45,64,2289
45,65,3226
45,66,913
45,67,1722
45,68,5
45,69,577
45,70,9648
45,71,4937
45,72,19
45,73,308
45,74,59
45,75,4
45,76,7799
45,77,1819
45,78,1
45,79,8
45,80,9110
45,81,1107
45,82,2975
45,83,7438
45,84,25
45,85,330
45,86,2309
45,87,10730
45,88,3099
45,89,5882
45,90,287
45,91,2637
45,92,4526
45,93,736
45,94,1088
45,95,7177
45,96,0
45,97,6
45,98,1294
45,99,5373
45,100,20
45,101,3536
45,102,15
45,103,4576
45,104,101
45,105,19
45,106,19
45,107,431
45,108,2
45,109,51
45,110,521
45,111,425
45,112,7185
45,113,361
45,114,7835
45,115,282
45,116,2726
45,117,16194
45,118,98
45,119,3238
45,120,77
45,121,480
45,122,27
45,123,20019
45,124,24
45,125,14
45,126,113
45,127,3014
46,0,1186
46,1,6355
46,2,38
46,3,1327
46,4,2
46,5,11047
46,6,9
46,7,7386
46,8,1225
46,9,1402
46,10,8186
46,11,2544
46,12,8
46,13,57
46,14,88
46,15,282
46,16,3250
46,17,662
46,18,1381
46,19,25258
46,20,357
46,21,582
46,22,7527
46,23,5
46,24,102
46,25,4
46,26,2253
46,27,6512
46,28,108
46,29,4305
46,30,5791
46,31,14
46,32,5799
46,33,3707
46,34,2200
46,35,2366
46,36,852
46,37,964
46,38,1055
46,39,6725
46,40,28
46,41,16
46,42,32
46,43,3234
46,44,2245
46,45,7544
46,46,3178
46,47,3
46,48,41
46,49,1469
46,50,0
46,51,8650
46,52,12988
46,53,171
46,54,3471
46,55,23575
46,56,99
46,57,1321
46,58,55
46,59,64
46,60,11838
46,61,6109
46,62,254
46,63,799
46,64,186
46,65,1
46,66,256
46,67,4945
46,68,12332
46,69,12
46,70,62
46,71,2889
46,72,2
46,73,0
46,74,2277
46,75,4085
46,76,6483
46,77,5379
46,78,17
46,79,1265
46,80,7498
46,81,967
46,82,6026
46,83,1116
46,84,2872
46,85,266
46,86,0
46,87,1
46,88,2
46,89,280
46,90,2580
46,91,13
46,92,438
46,93,1559
46,94,5352
46,95,33
46,96,4420
46,97,8888
46,98,4670
46,99,432
46,100,402
46,101,12002
46,102,368
46,103,823
46,104,7807
46,105,6728
46,106,1366
46,107,197
46,108,24
46,109,911
46,110,90
46,111,247
46,112,64
46,113,832
46,114,338
46,115,10708
46,116,703
46,117,20676
46,118,3174
46,119,227
46,120,153
46,121,1
46,122,3460
46,123,4021
46,124,6769
46,125,1923
46,126,1889
46,127,9604
47,0,1
47,1,0
47,2,0
47,3,11
47,4,8
47,5,0
47,6,9
47,7,1
47,8,3
47,9,0
47,10,5
47,11,9
47,12,2
47,13,0
47,14,4
47,15,24
47,16,0
47,17,3
47,18,1
47,19,0
47,20,8
47,21,16
47,22,0
47,23,4
47,24,1
47,25,2
47,26,13
47,27,16
47,28,0
47,29,0
47,30,0
47,31,17
47,32,21
47,33,0
47,34,15
47,35,19
47,36,9
47,37,0
47,38,2
47,39,4
47,40,0
47,41,0
47,42,3
47,43,0
47,44,12
47,45,0
47,46,2
47,47,14
47,48,3
47,49,1
47,50,0
47,51,0
47,52,17
47,53,15
47,54,6
47,55,2
47,56,0
47,57,17
47,58,18
47,59,0
47,60,0
47,61,0
47,62,0
47,63,6
47,64,0
47,65,2
47,66,11
47,67,2
47,68,0
47,69,0
47,70,0
47,71,42
47,72,6
47,73,13
47,74,10
47,75,0
47,76,8
47,77,2
47,78,12
47,79,2
47,80,3
47,81,0
47,82,19
47,83,1
47,84,0
47,85,23
47,86,29
47,87,11
47,88,11
47,89,0
47,90,16
47,91,0
47,92,1
47,93,0
47,94,4
47,95,19
47,96,2
47,97,0
47,98,0
47,99,1
47,100,0
47,101,0
47,102,12
47,103,2
47,104,6
47,105,5
47,106,0
47,107,11
47,108,9
47,109,9
47,110,1
47,111,16
47,112,13
47,113,4
47,114,12
47,115,0
47,116,0
47,117,15
47,118,0
47,119,1
47,120,11
47,121,6
47,122,0
47,123,13
47,124,1
47,125,0
47,126,0
47,127,27
